Field Name,FIX Tag,Short Description,Is Signed-Off,Default Value,Data Type,Last Update User,Start Date,Jira No,Long Description,OPS Critical Tag,System,PII Information Level Type,PII Element Name
SSOrdTypeCheckInd,12366,Indicates whether or not to bypass Short Sell Order Type check (i.e a market order is restricited to trade for short sell in Japan). Short Sell ordType check rule is not required for ROR orders.,Y,,String,yangqia,1.30621E+12,,,,,,
GTCRenewalTime,12367,"The time (in UTC) when ""Good Till"" Renewal happens on a native GTC order. Used to set InitEntryTime whenever the database needs to model the native GTC as multiple day orders.",Y,,String,maugeth,1.30632E+12,,,,,,
BXSLOWProblemUUId,12368,"Unique ID for each BXSOC slice (AKA ""Problem"") that BXSOE LOW (Limit Order Worker) works on.",Y,,String,maugeth,1.3064E+12,,,,,,
BXSLOMViewerUUId,12369,Unique ID that BXSOE LOW (Limit Order Worker) uses to update LOM (Limit Order Model) Viewer in terms of identifying a particular trajectory data and executing status.,Y,,String,maugeth,1.3064E+12,,,,,,
BXSLOWDecisionTimestamp,12370,"Time of each slice that BXSOE generates (AKA ""Decision Time"").",Y,,String,maugeth,1.3064E+12,,,,,,
InvAllocResultType,12371,Specifies the result of the swaps Inventory Allocation check for this order,Y,,String,yangqia,1.30699E+12,,,,,,
ApplyLimitCheckInd,12372,Indicates that this order needs to have a limit check applied (e.g. ETSLIMIT).,Y,,String,yangqia,1.30699E+12,,,,,,
CPFId,12373,"Links this order to a corresponding CPF (Controlled Product Framework) Id, which identifies the structured product it belongs to. CPF Id is stored in OTCDB.",Y,,String,maugeth,1.3071E+12,,,,,,
THClShareConvertInd,12374,Specifically for Thailand cash market. Indicates client instruction that the order should be converted from local shares to foreign shares (assuming liquidity permits).,Y,,String,yangqia,1.30699E+12,,,,,,
LastDarkVenue,12375,"Specifies the last dark venue the Order was routed to, irrespective of whether the order ultimately got further routed and filled, e.g. on-exchange cross.",Y,,String,panhon,1.49065E+12,,,,,,
TRptHoldReportDuration,12376,Time that TRG should hold the report for before reporting.,Y,,String,jeongel,1.30861E+12,,,,,,
ProcessRunTimeEnvType,12377,Indicates what type of running time environment this order is being handled by.,Y,,String,maugeth,1.3071E+12,,,,,,
BXSMdExch,12378,Specifies what kind of market data the BXS Engines (e.g. BXS-OC/OE) are using. Maps to BXS_STAT's column and used by GUI visualizers to draw the market data curve.,Y,,String,maugeth,1.30736E+12,,,,,,
NotionalOrderQuantity,12380,Provides the quantity (38) of the Notional Order associated with this Leg Order (for multileg flow).,Y,,String,maugeth,1.30736E+12,,,,,,
NotionalOrderType,12381,Provides the order type (40) of the Notional Order associated with this Leg Order (for multileg flow).,Y,,String,maugeth,1.30736E+12,,,,,,
NotionalOrderPrice,12382,Provides the price (44) of the Notional Order associated with this Leg Order (for multileg flow).,Y,,String,maugeth,1.30736E+12,,,,,,
NotionalStepUpPrice,12383,Provides the step-up price of the Notional Order associated with this Leg Order (for multileg flow). StepUpPrice used specifically for ISE Orders.,Y,,String,maugeth,1.30736E+12,,,,,,
NotionalBrokerPct,12384,Provides the broker percent of the Notional Order associated with this Leg Order (for multileg flow). BrokerPct used specifically for ISE Orders.,Y,,String,maugeth,1.30736E+12,,,,,,
TickValue,12385,A market's tick value is the cash value of one tick (one minimum price movement).,Y,,String,maugeth,1.30736E+12,,,,,,
FXBookingAccountType,12386,Specific to FX Order Management which is not connected to TC to derive accounts. Used to indicate to the FX Booking component which account to use.,Y,,String,mikena,1.49071E+12,,,,,,
OrdPlrSalesCapMtd,12388,"For a trade given-in to Morgan Stanley to settle and clear, specifies the mechanism used to submit orders to the Broker who executed the Order (i.e. the give-up Broker). Uses same valid values as SalesCaptureMethod(10365).",Y,,String,maugeth,1.30771E+12,,,,,,
SORTBestPrimaryMktQuote,12389,Records the price of the best untaken quote on the primary Exchange for the security at the time SORT made the decision to trade (on a different market).,Y,,Float,maugeth,1.30797E+12,,,,,,
BXSSlicePlacementTime,12390,"The time that a BXS slice is created or replaced, in GMT format, used to pass to Quantitative Research (QR) library for optimization processing.",Y,,String,maugeth,1.30856E+12,,,,,,
OwnerIDType,12391,Specifies the role of the person who owns the current version of the entity (as identified in OwnerID(10018)).,Y,,String,maugeth,1.3089E+12,,,,,,
BXSClBypassHighLowComplete,12393,Client instruction for BXS (TED) to bypass high/low complete behaviour.,Y,,String,jeongel,1.3082E+12,,,,,,
OrderRejectInstrType,12394,Instruction from an upstream component that performs checks that the Engine receiving this Order should reject it for the reason specified in the code.,Y,,String,maugeth,1.3083E+12,,,,,,
ClAlgoStartPrice,12396,"Client instruction for start price, sent on incoming order to define a custom algorithm.",Y,,String,maugeth,1.30881E+12,,,,,,
ClAlgoEndPrice,12397,"Client instruction for end price, sent on incoming order to define a custom algorithm.",Y,,String,maugeth,1.30881E+12,,,,,,
ClAlgoIncrement,12398,"Client instruction for pricing increment, sent on incoming order to define a custom algorithm.",Y,,String,maugeth,1.30881E+12,,,,,,
ClDirectedOrderDeskInd,12399,Client instruction that this order should be directed to a specific desk.,Y,,String,kanaram,1.31126E+12,,,,,,
InitExchClOrdId,12400,Value of the first version of exchClOrdID(10550) for this Order.,Y,,String,maugeth,1.30882E+12,,,,,,
ReconcileWithExchInd,12401,Instruction to OR whether to reconcile with Exchange by sending and receiving order status messages or just simulate reconciliation by generating successful response.,Y,,String,maugeth,1.30882E+12,,,,,,
IWouldDarkMaxLookaheadTime,12402,This tag is to control how long (in seconds) IWouldDark can lookahead to calculate the quantity in dark venue. Used for BXS's IWouldDark strategy.,Y,,String,maugeth,1.30926E+12,,,,,,
IWouldDarkMaxBoundQty,12403,"This tag is uesd to control how much quantity are allowed to trade in TED, the rest quantity will be sent to dark venue. Used for BXS's IWouldDark strategy.",Y,,String,maugeth,1.30926E+12,,,,,,
ClConnCurrFXQty,12404,Order quantity as specified in ClConnCurr as opposed to the currency used internally within the plant.,Y,,Float,maugeth,1.30926E+12,,,,,,
CabinetOptionInd,12405,Indicates whether an option is traded out of the money and hence has an invalid price from the exchange (e.g 999999) also known as Cabinet Options.,Y,,String,sandsama,1.30934E+12,,,,,,
IWouldDarkMaxCrossQty,12406,The max quantity that an IWould order can send to POOL in total. Used for BXS's IWouldDark strategy.,Y,,String,jeongel,1.30942E+12,,,,,,
IWouldDarkMaxCrossPct,12407,The max percentage of an IWould order that it can be crossed in POOL. Used for BXS's IWouldDark strategy.,Y,,String,jeongel,1.30942E+12,,,,,,
IWouldDarkMinCrossQty,12408,The minimum quantity that POOL should cross. Used for BXS's IWouldDark strategy.,Y,,String,jeongel,1.30942E+12,,,,,,
MIRequestUUId,12409,Unique identifer (UUId) for a user's manual intervention request.,Y,,String,maugeth,1.3095E+12,,,,,,
BXSClLOWInst,12411,"Client instructions for customizing parameters for BXS VWAP LOW benchmark strategy, e.g. the weight of ticket costs, the tolerance on falling behind, etc.",Y,,String,akilmoh,1.59188E+12,,,,,,
DarkCumQty,12412,Total quantity filled on an order that was executed on a dark pool,Y,,String,yangqia,1.31001E+12,,,,,,
BXSEveningSessionInd,12413,Indicates to BXS Engine that this Order participated only in the Evening Session,Y,,String,yangqia,1.31001E+12,,,,,,
NativeExchPrice,12414,"Price of the Fill as given by the Exchange, i.e. without any scaling logic applied.",Y,,String,kanaram,1.31039E+12,,,,,,
ClClientFlowType,12415,"Describes the type of flow from the perspective of the client who is submitting the order to Morgan Stanley (i.e. not how we describe the flow, which would be ClientFlowType(10772)).",Y,,String,kanaram,1.31039E+12,,,,,,
SalesBasketValue,12416,Total USD value of a Sales Basket (same PortfolioID(7275)) for a Programs list.,Y,,String,kanaram,1.31039E+12,,,,,,
SalesBasketNoOrders,12417,Number of Orders in a the Sales Basket (same PortfolioID(7275)) for a Programs list.,Y,,String,kanaram,1.31048E+12,,,,,,
ClValueDateInst,12418,Client instruction at the order level as to what settlement date they would like for Fills on that order.,Y,,String,kanaram,1.31051E+12,,,,,,
ClValueDateMtdInst,12419,Client instruction at the order level as to what settlement date method they would like for Fills on that order.,Y,,String,kanaram,1.31058E+12,,,,,,
OrderProtectInd,12420,Client preference for what level of protection they want for this order has under FINRA's Manning Rule.,Y,,String,kanaram,1.31065E+12,,,,,,
RBERejectRsnOverrideInd,12421,Instruction to RBE to override a failed check (as specified in RBERejectRsnType(12423)) and execute the order anyway.,Y,,String,kanaram,1.31187E+12,,,,,,
CancelIfNotImmediatelyCrossedInd,12422,"Indication to a crossing engine that unless the Order is scheduled (crossed) immediately, it should not be queued for later re-evaluation but rather cancelled back to the requestor.",Y,,String,kanaram,1.31065E+12,,,,,,
RBERejectRsnType,12423,Reason that RBE Engine rejected or cancelled an order.,Y,,String,kanaram,1.31187E+12,,,,,,
EncodedSalesCoverage,12424,Encoded representation of Sales client coverage infomation in the encoded format specified via the MessageEncoding field.,Y,,String,maugeth,1.31064E+12,,,,,,
EncodedSalesCoverageLen,12425,Byte length of encoded EncodedSalesCoverage(12424) field.,Y,,String,maugeth,1.31064E+12,,,,,,
NotionalExContractCode,12427,Provides the exContractCode(10826) of the Notional Order associated with this Leg Order (for multileg flow).,Y,,String,maugeth,1.31107E+12,,,,,,
TWAPTotalSliceQty,12428,"The total sliced quantity in a scheduled TWAP order. E.g. if request is for 10 slices and quantity 10
, then 10 TWAP slices of quantity 1 each would be generated.",Y,,String,kanaram,1.31117E+12,,,,,,
EngineDestHardRejectInd,12429,"When an Engine receives a rejection for an Order sliced to a particular destination, this tag indicates that the Engine should not reconsider sending further slices for that order to the same destination.",Y,,String,maugeth,1.31123E+12,,,,,,
BXSTailPincherThreshold,12430,Specifies the tail pincher percentage (value between 0 and 1) for BXS to use.,Y,,String,maugeth,1.31123E+12,,,,,,
PositionResidualType,12431,Defines a position's behavior around residual quantity when a slice is created or replaced.,Y,,String,kanaram,1.31282E+12,,,,,,
OrderMarketabilityType,12432,Indicates whereabouts in the market this Order is currently priced at.,Y,,String,kanaram,1.31186E+12,,,,,,
CrossPointClientEligibleInd,12433,Indicates whether the order is eligible for automated liquidity.,Y,,String,schrier,1.47066E+12,plat-6909,,,,,
BXSIndicAuctionnOpenCapInd,12434,Indicates to apply indicative auction volume cap logic for opening auction in BXS strategies.,Y,,String,maugeth,1.31227E+12,,,,,,
OrigSalesBusLine,12435,The previous SalesBusLine(10152) before it was changed e.g TC booker normalizes the original SBL value for Halo and this tag will be used to capture the original value before modification so as to aid reports such as OEDM.,Y,,String,maugeth,1.31227E+12,,,,,,
CrossingRoundConclusionRsnCode,12436,Specifies the reason code why a crossing Engime terminated a crossing round earlier than scheduled.,Y,,String,maugeth,1.31228E+12,,,,,,
LDExecChargeComm,12437,"This is the LD execution commission.Temporary tag for Vista to be able to get around repeating group processing. Maps to chargeSubType=292, chargeType=3.",Y,,Float,kanaram,1.31255E+12,,,,,,
LDExecChargeFormula,12438,Charge formula to use alongside LDExecChargeComm(12437). Same valid values as ChargeFormula(10054). Temporary tag for Vista to be able to get around repeating group processing.,Y,,Integer,kanaram,1.31255E+12,,,,,,
OrderProtectOverrideInd,12439,Indicates that Trader has overriden FINRA's Manning Order Protection rule on a client order (OrderProtectInd(12420)=Y) and has created and routed a prop/facilitation order.,Y,,String,kanaram,1.31282E+12,,,,,,
OrderProtectOverrideRsn,12440,Reason for Trader overriding FINRA's Manning Order Protection rule on a client order (OrderProtectOverrideInd(12439)=Y).,Y,,String,kanaram,1.31282E+12,,,,,,
OptionExpiryPeriodType,12446,Identifies what period of time this option expires on.,Y,,String,maugeth,1.31296E+12,,,,,,
ContactClientInd,12447,"Indicates that the client for this Order should be directly contacted either before its execution (Sales person ""call before"") or after its execution (Trader ""call after"").",Y,,String,maugeth,1.31296E+12,,,,,,
IWantMaxPct,12448,The maximum percentage of quantity RBE can send into the lit market to execute aggresively,Y,,String,yangqia,1.31304E+12,,,,,,
AccruedInterestChargeAmount,12449,"Represents the accrued interest on a reverse convert as a charge. Temporary tag for Vista to be able to get around repeating group processing. Maps to chargeSubType=165, chargeType=13.",Y,,String,maugeth,1.31304E+12,,,,,,
AccruedInterestChargeFormula,12450,Charge formula to use alongside AccruedInterestChargeAmount(12449). Same valid values as ChargeFormula(10054). Temporary tag for Vista to be able to get around repeating group processing.,Y,,String,maugeth,1.31304E+12,,,,,,
RootOrderID,12451,The OrderID(37) of the first (root) Order in a chain of linked order slices.,Y,,String,maugeth,1.31373E+12,,,,,,
InitListID,12452,"The first version of ListID(66) on a sequence of related messages, e.g. the initial ListID given in the first 35=E ListOrder message.",Y,,String,maugeth,1.31373E+12,,,,,,
ProductDeliveryCode,12453,"Product grouping attribute used for settlement, based on the product's country of issue and settlement location (international or domestic). Data source is P2.",Y,,String,kanaram,1.31376E+12,,,,,,
SmartQtyInst,12454,"Instruction to any downstream Engine to specify the minimum Fill quantity that should be used, either as a notional amount or number of shares, including the currency used (i.e. value is alphanumeric). Has to be parsed internally by the Engine.",Y,,String,sandsama,1.31643E+12,,,,,,
